emp_id,name,salary,department,rank
470,Robert Tate,84279.46,Finance,118
683,Thomas Nixon,83611.28,Finance,119
337,Catherine Bell,83144.78,Finance,120
744,Joshua Dixon,82630.09,Finance,121
4,Eric Owens,82314.45,Finance,122
867,Cheyenne Conley DVM,81673.58,Finance,123
152,Annette Lynch,81280.53,Finance,124
564,Brittany Wolf,81135.93,Finance,125
278,Marc Ellis,79208.26,Finance,126
538,Alison Conner,77993.03,Finance,127
36,Christopher Moreno,77512.51,Finance,128
983,David Schmidt,76089.45,Finance,129
478,Misty Perez,75691.57,Finance,130
130,Tiffany Poole,75476.34,Finance,131
623,Richard Li,74629.18,Finance,132
145,Tiffany Sherman,74135.41,Finance,133
268,John Jacobs,72919.4,Finance,134
298,Hannah Ellison,72318.7,Finance,135
354,Zachary Lowery,71845.29,Finance,136
508,Charles Singh,71732.77,Finance,137
816,Joan Kelly,71491.61,Finance,138
742,Robert Dudley,71225.4,Finance,139
544,Maria Davis,70362.48,Finance,140
822,Andrew Smith,69637.15,Finance,141
813,Vanessa Miller,69588.26,Finance,142
828,George Singleton,69016.96,Finance,143
256,David Williams,68678.25,Finance,144
849,Stephen Walsh,68635.18,Finance,145
754,Zachary Sutton,68187.86,Finance,146
660,Kevin Gay,67519.45,Finance,147
525,Margaret Hooper,67413.74,Finance,148
328,Summer Andrade,66730.16,Finance,149
723,Donald Thomas,65870.8,Finance,150
493,Anthony Goodwin,65630.08,Finance,151
612,Megan Burton,64771.41,Finance,152
324,Lydia Wilson,64373.91,Finance,153
293,Jordan Henderson,63999.55,Finance,154
39,Stefanie Cantrell,61963.88,Finance,155
519,Jenny Martinez,61755.27,Finance,156
739,Katelyn Woodard,61731.62,Finance,157
682,Paul Elliott,61234.75,Finance,158
812,Jason Fox,59979.45,Finance,159
287,Cheryl Schneider,59151.05,Finance,160
632,Jeffrey Davis,59119.3,Finance,161
905,Cindy Lane,58465.09,Finance,162
555,John Zuniga,58167.93,Finance,163
296,Gary Randolph,57493.17,Finance,164
652,Kelly Montes,57140.25,Finance,165
456,Daniel Mcmillan,56210.74,Finance,166
369,Kelly James,55240.15,Finance,167
567,Melinda Mack,54611.56,Finance,168
272,Lawrence Marks,53865.47,Finance,169
915,Stephanie Medina,53404.51,Finance,170
990,David Copeland,52841.06,Finance,171
299,Patricia Alvarado,51728.26,Finance,172
835,Preston Goodwin,51062.77,Finance,173
619,Joseph Snyder,50802.41,Finance,174
940,Tara Carrillo,50727.25,Finance,175
382,Joshua Brown,50276.68,Finance,176
238,Colin Brown,49869.49,Finance,177
143,Ronald King,48933.43,Finance,178
136,Christopher Turner,48708.93,Finance,179
976,Lisa Walter,48672.56,Finance,180
954,Daniel Thomas,48426.43,Finance,181
751,Kelly Kim,48236.37,Finance,182
929,James Armstrong,47782.19,Finance,183
527,Timothy Sanchez,47371.13,Finance,184
205,Chris Harper,46681.55,Finance,185
199,Diane Esparza MD,46475.5,Finance,186
494,Stephanie Black,46378.16,Finance,187
919,Brenda Ramsey,46214.15,Finance,188
610,Nancy Matthews,45987.6,Finance,189
371,Heather Mckenzie,45321.8,Finance,190
764,Chad Massey,45001.13,Finance,191
284,Melissa Stevens,44873.7,Finance,192
747,Angel Fox,43897.87,Finance,193
721,Dr. Tiffany Jackson,43724.01,Finance,194
465,Alyssa Ali,43246.63,Finance,195
667,Logan Gutierrez,43159.45,Finance,196
197,Joshua Owens,42934.08,Finance,197
921,Randall Carney,42825.78,Finance,198
872,William Roberts,42376.5,Finance,199
339,Richard Carter,41572.86,Finance,200
583,Melvin Morris,40735.2,Finance,201
227,Lisa Richards,149610.66,HR,1
523,Richard Palmer,149305.22,HR,2
717,Valerie Hooper,149178.56,HR,3
133,Joyce Mathews,148745.93,HR,4
385,Donna Owen,147552.92,HR,5
838,Cameron Joseph,147276.16,HR,6
13,Kimberly Garcia,147164.67,HR,7
853,Sara Mcdonald,146409.31,HR,8
88,Lynn Bennett,145814.92,HR,9
885,Susan Booth,145635.81,HR,10
609,Phillip Lee,145203.34,HR,11
565,Elizabeth Cole,144842.56,HR,12
454,Frank Gonzalez,144701.1,HR,13
772,Sherri Marks,144646.54,HR,14
55,Kim Cross,143705.05,HR,15
625,Angela Walker,143442.11,HR,16
362,Craig Walker,142744.93,HR,17
775,Jacob Sutton,142370.4,HR,18
356,Joseph Finley,142228.51,HR,19
62,Emily Torres,142146.39,HR,20
865,Andrew Hoffman,141916.33,HR,21
728,Gary Johnson,141532.76,HR,22
426,Connie Patton,141357.09,HR,23
654,Dr. Tammy Davis,140853.76,HR,24
719,Chase Briggs,140814.92,HR,25
484,Jennifer Greer,140432.51,HR,26
496,James Buchanan,139968.32,HR,27
964,Emma Knight,139469.83,HR,28
343,Amanda Simmons,139204.78,HR,29
332,Amanda Berry,139170.17,HR,30
906,Christopher Williams,138950.89,HR,31
413,Stephanie Archer,138651.57,HR,32
212,Fernando Perkins,138076.45,HR,33
1000,Jennifer Hill,136875.72,HR,34
488,Michael Ortega,135928.25,HR,35
190,Rachel Jackson,135516.23,HR,36
175,Maria Davidson,135223.51,HR,37
10,Candice Coleman,135069.56,HR,38
388,Edward Dennis,135061.21,HR,39
752,Connie Clark MD,134725.59,HR,40
265,Joel Floyd,134133.85,HR,41
89,Dawn Jones,132984.47,HR,42
780,Courtney Black,132749.66,HR,43
833,Catherine Chan,131431.96,HR,44
712,Arthur Gutierrez Jr.,131065.79,HR,45
191,Albert House,130709.5,HR,46
688,Carrie Henderson,130448.1,HR,47
459,Larry Shaw,128939.48,HR,48
766,Christopher Cook,128796.69,HR,49
664,Cathy Frost,128785.94,HR,50
684,Deborah Cameron,128543.62,HR,51
839,Jason Petersen,128477.33,HR,52
790,Jacob Sutton,127960.7,HR,53
881,Michael Clark,127725.23,HR,54
941,Glenn Smith,127669.28,HR,55
394,Samuel Newman,127446.33,HR,56
498,Anna Rogers,127118.17,HR,57
400,Samuel Robinson,127058.35,HR,58
645,Dana Smith,126771.19,HR,59
294,Deanna Gonzalez,125781.23,HR,60
209,Zachary Newton,125356.46,HR,61
977,Nicole Reyes,122488.27,HR,62
495,Ronald Wilson,122105.76,HR,63
910,Diane Morris,121822.83,HR,64
481,Eric Russo,121566.32,HR,65
335,Jose Powers,121193.84,HR,66
958,Joseph Brown,119296.36,HR,67
758,Joseph Arias,119220.81,HR,68
314,Jonathan Stephens,119126.57,HR,69
375,Jack Martinez,118156.56,HR,70
536,Tiffany Mckay,116885.01,HR,71
239,Thomas Salinas,116235.71,HR,72
367,Joseph Frank,116199.27,HR,73
860,Christina Riley,115864.48,HR,74
514,Mary Martin,115282.89,HR,75
225,Jessica Allen,115125.67,HR,76
415,Robert Ho,114401.23,HR,77
829,Kimberly Roach,113675.82,HR,78
777,David Orozco,111164.15,HR,79
473,Gabriel Singh,109523.35,HR,80
92,Daniel Miller,109217.14,HR,81
127,Mr. Sean Thomas,109201.15,HR,82
646,Brittany Yang,108360.72,HR,83
656,Latasha Harrison MD,107279.44,HR,84
96,Kari Kelly,106752.0,HR,85
218,Joshua Day,105225.08,HR,86
579,Patricia Velazquez,103656.79,HR,87
158,Kelly Hanson,103616.56,HR,88
997,Keith Smith,102905.13,HR,89
60,Michael Jackson,101684.5,HR,90
965,Dr. Kara Thomas,101454.96,HR,91
14,Samuel Cook,100915.99,HR,92
573,Kathleen Stewart,100796.28,HR,93
521,Michele Wyatt,100415.08,HR,94
438,Brittany Fritz,100018.08,HR,95
318,Heather King,99848.74,HR,96
340,Rachael Gray,98014.25,HR,97
176,Dale Gomez,97029.23,HR,98
672,Pedro Stephens,96984.59,HR,99
368,Robert Allen,96944.39,HR,100
156,Hannah Kerr,95763.93,HR,101
655,Beth Dawson,93999.45,HR,102
467,Matthew Stuart,93976.34,HR,103
773,Ashley Larsen,92657.49,HR,104
513,William Le,88317.62,HR,105
460,Julie Dixon,88027.68,HR,106
431,Samuel Terrell,86773.5,HR,107
802,Albert Perry,85370.83,HR,108
636,Sonya Guzman,85182.6,HR,109
512,Randy Ali,85058.66,HR,110
733,Dennis Fernandez,84225.27,HR,111
647,Patrick Knight,81955.88,HR,112
171,Mike Gregory,81748.22,HR,113
424,Anthony Pennington,81252.81,HR,114
348,Rachel Walsh,80654.17,HR,115
868,Dennis Robinson,80449.91,HR,116
588,Paul West,80328.04,HR,117
292,Maria Smith,80259.98,HR,118
151,Patricia Thomas,80133.81,HR,119
620,Lauren Johnson,79102.77,HR,120
123,Joshua Mcintosh,78483.25,HR,121
189,Dawn Reeves,77695.41,HR,122
613,Theresa King,77135.75,HR,123
963,Joseph Leonard,76510.88,HR,124
580,Joseph Ward,76005.19,HR,125
979,Lori Johnson,74124.1,HR,126
657,Stephanie Conrad,73138.03,HR,127
317,Shelby Baker,73076.38,HR,128
99,Jessica Osborne,72698.04,HR,129
271,Cheryl Beasley,71675.48,HR,130
213,Travis Thornton,71415.71,HR,131
363,Jesse Clarke,71328.88,HR,132
778,Mary Roman,71131.01,HR,133
211,Jennifer Newman,70443.64,HR,134
112,Sierra Velasquez,69917.92,HR,135
222,Anthony Hess,67442.81,HR,136
985,Judy Reed,67167.44,HR,137
280,Shirley Henry,65872.87,HR,138
428,Carmen Hensley,64276.34,HR,139
670,Ryan Campbell,63543.12,HR,140
553,Amy Short,63130.57,HR,141
934,Diana Molina,58635.34,HR,142
511,Danielle Tyler,58252.46,HR,143
611,Ian Hill,57160.45,HR,144
537,Michelle Williams,56811.01,HR,145
40,Wyatt King,56683.35,HR,146
106,Sara Martin,56108.67,HR,147
590,Donna Ryan,56031.88,HR,148
898,Tara Krause,55896.73,HR,149
814,Joe Bowman,55148.51,HR,150
393,Jamie Lucero,55008.74,HR,151
848,Megan Howard,54828.65,HR,152
552,Kathryn Foster,54599.69,HR,153
928,Gary Chan,53220.66,HR,154
357,Nicole Carr,52607.23,HR,155
281,Ryan Mayo,52369.11,HR,156
847,Corey West,51921.2,HR,157
844,Dawn Jackson,51045.18,HR,158
823,Zachary Banks,50904.86,HR,159
932,John Morris,50543.82,HR,160
285,Christopher Torres,50442.51,HR,161
781,Elizabeth Smith,49998.98,HR,162
95,Brandon Hamilton,49876.69,HR,163
421,Jerry Lee,49064.53,HR,164
214,Keith Nelson,48921.05,HR,165
258,Sarah Martin,48640.57,HR,166
622,William George,48047.87,HR,167
435,Troy Ryan,46794.52,HR,168
219,Lauren Carter,46758.16,HR,169
21,Randy Cox,46611.8,HR,170
557,Jacob Rose,46558.67,HR,171
311,Mr. Michael Sherman,46145.45,HR,172
319,Angela Santos,45424.09,HR,173
887,Shelly Boyer,45300.45,HR,174
649,Tara Hines,45270.31,HR,175
245,Marie Farmer,44900.65,HR,176
651,Robert Olson,44897.23,HR,177
789,Austin Kennedy,44879.07,HR,178
676,Alison Daniels,44184.13,HR,179
206,Melanie Avila,43884.44,HR,180
967,Mark Smith,43770.23,HR,181
903,Zachary Vargas,43564.23,HR,182
572,Joseph Edwards,43180.47,HR,183
693,Nancy Nelson,43175.3,HR,184
876,Victoria Phillips,43163.48,HR,185
756,Hector Robinson,42981.77,HR,186
628,Daryl Reid,42679.67,HR,187
949,Bailey Harmon,149195.28,IT,1
9,Heather James,148601.89,IT,2
397,Kyle Gibson,148476.87,IT,3
735,Thomas Jackson,148284.34,IT,4
310,Allison Simpson,148111.59,IT,5
405,Andrea Castro,146905.19,IT,6
57,Mrs. Courtney Poole MD,146872.18,IT,7
114,Mr. Jack Hernandez,146669.98,IT,8
102,Ronald Bentley,145701.49,IT,9
417,Thomas Sanchez,144995.09,IT,10
338,Gina Johnson,144797.74,IT,11
818,Michael Frank,143919.3,IT,12
45,Nina Franklin,143713.08,IT,13
290,Robert Martin,143693.25,IT,14
737,Derek Ramirez,142736.62,IT,15
26,Patrick Garrett,142596.65,IT,16
504,Julia Andrews,142408.01,IT,17
286,Patrick Nelson,142031.01,IT,18
638,Kimberly Quinn,141434.48,IT,19
168,Daniel King,140503.68,IT,20
391,James Simmons,140280.69,IT,21
725,David Willis,140065.24,IT,22
877,Monica Thomas,139206.24,IT,23
376,Ronald Vasquez,138553.52,IT,24
629,Reginald Stewart,138164.92,IT,25
931,William Gonzalez,137718.46,IT,26
641,David Hernandez,137476.61,IT,27
443,Teresa Hensley,136499.89,IT,28
455,Carlos Williams,136399.7,IT,29
179,Erika Sanders,135060.7,IT,30
917,Hayden Young,133636.4,IT,31
41,Leslie Baird,133477.72,IT,32
264,Mark Boone,132595.78,IT,33
938,Amy Hooper MD,132584.26,IT,34
726,Dylan Smith,132396.67,IT,35
866,Deanna Whitehead,132319.61,IT,36
604,Jacob Diaz,131758.95,IT,37
943,Michelle Haley,130770.02,IT,38
182,Shane Rodriguez,130633.08,IT,39
843,Andrew Crawford,130609.05,IT,40
28,Mary Burke MD,127085.1,IT,41
412,Barbara Hudson,127024.22,IT,42
344,Daisy House,126967.89,IT,43
87,Emily Sawyer,126154.11,IT,44
231,Ashley Lucas,125749.31,IT,45
172,Cynthia Smith,125188.86,IT,46
351,Matthew Pacheco,124476.17,IT,47
581,Rhonda Blackburn,123309.67,IT,48
961,Ms. Heather Huynh,122955.45,IT,49
163,Michael Moreno,122760.93,IT,50
595,Michelle Mccall,121014.83,IT,51
510,Angela Reid,120851.61,IT,52
302,Angela Henry,120773.07,IT,53
108,Katie Fisher,120703.65,IT,54
353,Clayton Johnson,119240.77,IT,55
685,Cheryl Jones,119127.21,IT,56
115,Joseph Webb,119103.53,IT,57
846,Dakota Moore,118961.97,IT,58
783,Lisa Munoz,118782.32,IT,59
591,Belinda Woods,118345.91,IT,60
110,Stephanie Perez DDS,118161.55,IT,61
561,David Skinner,117606.94,IT,62
350,Donald Knapp,117579.46,IT,63
563,Lisa Adams,117370.03,IT,64
116,Mary Gonzalez,116963.37,IT,65
640,Ashlee Wise,116080.06,IT,66
255,Jeffrey Romero,115849.12,IT,67
871,Breanna Garcia,115250.81,IT,68
485,Allen Roberts,114929.36,IT,69
291,Christina Owen,114914.36,IT,70
38,Jose Fischer,114898.81,IT,71
957,Angie Rodriguez,114525.17,IT,72
798,Robert Anderson,114503.36,IT,73
252,Catherine Kim,113457.52,IT,74
634,Dr. Christopher Sanchez,113227.88,IT,75
242,Danielle Scott,112795.02,IT,76
33,Peter Hernandez,111976.16,IT,77
499,Melissa Macdonald,111599.95,IT,78
466,John Cooper,111095.99,IT,79
602,Sheila Molina,110669.49,IT,80
469,Leah Howell,110056.63,IT,81
935,Christine Freeman,108687.42,IT,82
971,Michael Cole,108502.49,IT,83
884,Amanda Miles,107863.56,IT,84
177,Catherine Lopez,107747.27,IT,85
111,Nancy Christensen,107564.03,IT,86
157,William Morrison,107373.21,IT,87
427,Michael Donovan,106879.31,IT,88
50,Shane Gonzalez,106589.64,IT,89
605,Rebecca Murphy,106572.19,IT,90
69,Steven Price,106274.44,IT,91
178,Nicholas Nelson,106184.96,IT,92
166,Chloe King,104324.98,IT,93
808,Adam Fischer,104116.09,IT,94
141,David Craig,103812.18,IT,95
79,Suzanne Blake,103061.53,IT,96
327,Brandon White,102872.99,IT,97
15,Michael Townsend,102300.97,IT,98
124,Joan Joseph,100136.09,IT,99
193,Gregory Hudson,99841.86,IT,100
533,Erin Bradford,99561.31,IT,101
980,Fred French,99191.62,IT,102
217,Adam Turner,98820.4,IT,103
162,Erik Dawson,98107.6,IT,104
174,Anne Howard,97986.21,IT,105
601,Aaron Sanchez,96570.43,IT,106
858,Andrea Mccoy,96386.8,IT,107
259,Larry Evans,95798.35,IT,108
677,Randy Dominguez,95519.85,IT,109
687,Roger Williams,95122.65,IT,110
524,Deborah Allen,94471.29,IT,111
64,Sonya Clark,94405.2,IT,112
598,Penny Brown,94240.21,IT,113
300,Richard Brewer,93959.55,IT,114
85,Gabriel Mckinney,92761.32,IT,115
169,Aaron Zuniga,92233.11,IT,116
104,Edward Clark,91096.64,IT,117
142,Daniel Higgins,90289.97,IT,118
987,Nicole Matthews,89506.55,IT,119
662,Duane Woods,89452.92,IT,120
543,Kristina Gomez,89420.27,IT,121
131,Amber Mills,89392.31,IT,122
753,Jonathan Miller,88810.38,IT,123
946,Jacob Smith,88712.42,IT,124
522,Jennifer Griffin,88616.12,IT,125
49,Bridget Reeves,88417.83,IT,126
811,Heather Cooper,87856.74,IT,127
749,Christina Johnson,86954.0,IT,128
139,Jon Anderson PhD,86661.74,IT,129
509,Jonathan Delgado,86544.94,IT,130
330,Justin Henry,86330.47,IT,131
804,Joshua Campos,85628.49,IT,132
381,Michael Hoffman,85492.54,IT,133
894,Brad Hernandez,85475.1,IT,134
989,Mary Cook,85327.64,IT,135
3,Stephen Phillips,85295.21,IT,136
437,Karen Castro,83884.5,IT,137
48,Jennifer Potts,83830.82,IT,138
476,John Davis,83625.53,IT,139
953,Ashley Smith,83500.42,IT,140
226,Sarah Cummings,82741.47,IT,141
880,Hannah Davidson,82598.29,IT,142
817,Cassandra Alvarez,82135.11,IT,143
19,Michael Hughes,81828.33,IT,144
164,Angela Valdez,81306.46,IT,145
821,Caitlin Vargas,81009.07,IT,146
986,Gwendolyn Bowman,79908.27,IT,147
333,Matthew Farmer,79732.94,IT,148
160,Richard Webb,79515.89,IT,149
306,Derek Gomez,79450.75,IT,150
642,Oscar Henderson,79432.82,IT,151
84,Cassidy Wheeler,79163.91,IT,152
845,William Graves,77705.03,IT,153
779,Leah Carpenter,76978.97,IT,154
312,Shannon Nguyen,76325.86,IT,155
418,Jason Sandoval,76146.68,IT,156
947,Brittney Garza,75303.84,IT,157
669,Melissa Jackson,75059.37,IT,158
631,Robert Lee,74546.44,IT,159
56,Tyler Baker,74429.62,IT,160
42,Ashley Kirby,74326.09,IT,161
147,Mrs. Natasha Mills,73323.15,IT,162
94,James Smith,72741.05,IT,163
600,Stephanie Harper,72062.97,IT,164
161,Mrs. Joy Griffin,72006.23,IT,165
82,Scott Schroeder,71531.68,IT,166
546,Evan Key,69548.0,IT,167
452,Laura Moore,69177.1,IT,168
138,Walter Barton,65862.38,IT,169
107,Jennifer Baker,65134.74,IT,170
639,Jennifer Adams,64921.31,IT,171
429,Rachel Miller,63903.75,IT,172
914,Casey Garcia,63614.46,IT,173
517,Dennis Campbell,62788.43,IT,174
67,Taylor Ramirez,62734.98,IT,175
453,Eric Fitzgerald,62284.43,IT,176
939,Rhonda Torres,62272.77,IT,177
711,Amber Tucker,62047.34,IT,178
666,Lisa Rodriguez,61716.03,IT,179
648,Jonathan Anthony,61470.82,IT,180
942,Joseph Smith,61112.7,IT,181
17,Nicole Walker,60565.39,IT,182
886,Kristen Porter,60184.42,IT,183
27,Travis Watson,59323.58,IT,184
342,Carlos Douglas,58698.69,IT,185
331,Sheri Gomez,58270.13,IT,186
65,Whitney Garrett,58186.4,IT,187
966,David Walters,58048.95,IT,188
401,Anthony Anderson,57299.59,IT,189
643,Lori Brown,56239.04,IT,190
202,Brittney Hernandez,56051.6,IT,191
277,Claire Mcfarland,55262.79,IT,192
855,Terry Douglas,54597.53,IT,193
874,Kim Allen,52856.32,IT,194
419,Michael Russell,52553.02,IT,195
606,Brenda Wilson,52132.29,IT,196
700,Christopher Ramos,51874.03,IT,197
727,Julie Williamson,50095.27,IT,198
441,Dennis Leonard,49995.04,IT,199
797,Laura Hanna,49948.69,IT,200
235,Ashley Curtis,49137.78,IT,201
736,Christopher Davis,48971.89,IT,202
167,Matthew Edwards,48660.67,IT,203
582,Morgan Taylor,48644.57,IT,204
529,Heather Smith,48322.8,IT,205
759,Terri Kennedy,48178.6,IT,206
70,Kristy Chase,47923.22,IT,207
303,Melanie Mendez,47003.55,IT,208
689,Clifford Scott MD,45361.26,IT,209
482,Jennifer Mcknight,44897.05,IT,210
410,Joshua Mcdaniel,44646.51,IT,211
834,Joshua Glenn,43748.97,IT,212
607,Annette Parker,43136.25,IT,213
273,Danielle Jordan,42935.68,IT,214
861,Jon Haynes,41823.17,IT,215
904,Jesse Mendoza,41781.47,IT,216
440,Tara Lopez,41645.15,IT,217
850,Alexis Lee,40680.84,IT,218
697,Jessica Johnson,40465.4,IT,219
994,Herbert Curtis,40393.37,IT,220
118,Ryan Perkins,40111.09,IT,221
594,Eileen Alvarez,148153.57,Marketing,1
305,Mr. Bernard Boyd,147119.6,Marketing,2
675,Susan Schmidt,147083.37,Marketing,3
618,James Vargas,146611.73,Marketing,4
220,Keith Hughes,146453.24,Marketing,5
978,Jill Lopez,145958.35,Marketing,6
534,Michael Joseph,145679.1,Marketing,7
541,Daniel Klein,145632.04,Marketing,8
674,Dr. Amy Hebert DVM,144866.24,Marketing,9
100,Nancy Johnson,143957.99,Marketing,10
729,Wesley Sanders,141887.01,Marketing,11
132,Cody Williams,141017.36,Marketing,12
992,Robert Lewis,140301.65,Marketing,13
458,Laurie Delgado,139859.18,Marketing,14
24,Karen Gonzales,139435.97,Marketing,15
936,Michael Baker,138772.55,Marketing,16
392,Krista Campos,138461.62,Marketing,17
52,Tara Taylor,138123.48,Marketing,18
945,Donald Hansen,137769.82,Marketing,19
109,Daniel Le,137670.61,Marketing,20
695,Daniel Boone,136883.95,Marketing,21
791,Alexandra Johnson PhD,136648.26,Marketing,22
996,Mary Combs,135526.27,Marketing,23
1,Ronald Huff,134392.83,Marketing,24
718,Daniel Pierce,132373.59,Marketing,25
720,Joseph Bryant,131195.16,Marketing,26
825,Dr. Morgan Austin,130242.69,Marketing,27
461,Michael Mcknight,129776.28,Marketing,28
75,Amber Clark,128892.47,Marketing,29
263,Christian Leblanc,128814.56,Marketing,30
554,Erik Riddle,128080.27,Marketing,31
346,Claire Blake,128066.99,Marketing,32
77,David Taylor,125207.19,Marketing,33
365,Henry Huang,124881.33,Marketing,34
926,Michael Tran,124809.56,Marketing,35
786,Joel White,124714.99,Marketing,36
23,Brittney Moore,124649.16,Marketing,37
253,Joseph Reyes,123305.76,Marketing,38
451,Andres Duncan,123169.18,Marketing,39
842,Ronald Mendez,122760.21,Marketing,40
973,Jacqueline Wilkins,120896.42,Marketing,41
483,Mrs. Jennifer Kelly MD,120717.0,Marketing,42
908,Danielle Waters,120705.45,Marketing,43
409,Paul Wilson,120674.01,Marketing,44
520,Kevin Daniels,119715.28,Marketing,45
767,Paul Hunter,119104.04,Marketing,46
702,Raymond Williams,118891.3,Marketing,47
341,Edward Peterson,118288.1,Marketing,48
545,Jesse Ray,117981.63,Marketing,49
765,Joseph Mann,117967.12,Marketing,50
463,Garrett Hamilton,117550.84,Marketing,51
439,Alyssa Rodriguez,116975.87,Marketing,52
549,Danielle Hunter,116941.76,Marketing,53
614,Traci Chapman,115245.8,Marketing,54
78,Richard Bennett,114429.9,Marketing,55
795,Bill Allen,114285.18,Marketing,56
506,Amy Farmer,114173.08,Marketing,57
851,Frances Hernandez,113583.46,Marketing,58
621,Lisa Rivera,113543.16,Marketing,59
